COPD_number,Some college or associate's degree 2014-18,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),19-Oct,High school diploma only 2014-18,Employed_2018,Family Medicine/General Practice Primary Care (2019),Active Physicians per 100000 Population 2018 (AAMC),CI90UBINC_2018,Percent of Population Aged 60+,Median_Household_Income_2018,R_DOMESTIC_MIG_2018,Hawaiian/Pacific Islander-alone pop,Bachelor's degree or higher 2014-18,R_INTERNATIONAL_MIG_2018,Total Specialist Physicians (2019),Unemployed_2018,Total physician assistants (2019),anycondition_prevalence,N_POP_CHG_2018,Active Primary Care Physicians per 100000 Population 2018 (AAMC),White-alone pop,diabetes_number,Two or more races pop,GQ_ESTIMATES_2018,CI90LBINC_2018,CKD_prevalence,Less than a high school diploma 2014-18,county_pop2018_18 and older,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),70-79,80+,0-9,Total nurse practitioners (2019),diabetes_prevalence,Heart disease_prevalence,50-59,CKD_number,Active General Surgeons per 100000 Population 2018 (AAMC),COPD_prevalence,POP_ESTIMATE_2018,Obesity_prevalence,Asian-alone pop,20-29,Native American/American Indian-alone pop,Civilian_labor_force_2018,Population Aged 60+,40-49,30-39,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Black-alone pop,R_death_2018,60-69,anycondition_number,R_birth_2018,Heart disease_number,Internal Medicine Primary Care (2019)
3628,6909,75.8,1.37189403,5129,10804,14437,15.55970951,260.3,40910,22.1,37731,344,7,3358,12,65.06077196,876,6.659764059,52.1,-409,84.1,26850,4847,773,3346,34552,4.0,6714,30917,7.8,2898,1751,5348,20.52631321,15.7,9.9,5311,1232,9.1,11.7,40462,40.2,260,5272,479,15313,9096,4741,5278,231.8,414,12093,11.2,4734,16100,13.1,3064,21.76796414
1909,3716,75.8,0.757115162,2744,7338,8634,8.587027664,260.3,47695,26.7,43584,123,15,2276,12,35.90546779,519,3.675362845,50.4,-124,84.1,16294,2677,212,476,39473,3.9,2241,17442,7.8,2047,1088,2615,11.32797623,15.3,9.9,3106,675,9.1,10.9,22330,37.2,59,2552,122,9153,6027,2454,2528,231.8,23,5628,11.3,3196,8796,11.3,1730,12.01321337
2747,4703,77.8,0.460457961,3295,8103,11468,9.95389992,253.1,46789,26.9,42603,295,25,2525,3,40.45223286,439,4.772746864,54.2,363,85.1,25879,3186,455,382,38417,3.8,3330,21176,7.4,2445,1272,3189,23.01489008,15.0,10.6,3735,807,8.1,13.0,27107,39.4,109,3100,141,11907,7108,3304,3072,225.8,424,498,12.8,3695,11477,11.3,2243,14.3622844
4794,13036,78.1,0.788893276,8591,10910,33479,28.34380842,255.0,78838,30.0,73703,193,88,21089,4,105.507432,1158,29.87933283,44.7,1891,86.2,60060,7475,1278,762,68568,3.5,6026,58375,6.2,8092,4323,7541,33.22508557,12.8,8.7,10566,2058,7.1,8.2,73139,31.9,1580,6406,875,34637,20511,9389,7424,223.5,481,9258,10.3,10807,26107,9.0,5051,35.60585278
272,971,80.5,0.233790771,735,922,2801,3.009004965,227.6,70719,26.9,63790,22,8,794,58,6.413267709,57,1.399380733,45.1,-46,88.0,4667,425,62,105,56861,3.1,506,3578,6.3,353,280,691,2.761758609,11.9,7.7,601,111,6.8,7.6,4897,36.4,60,565,64,2858,1338,540,511,206.5,67,36,13.2,621,1615,12.0,275,2.026747335
5454,19213,66.5,1.522834368,11048,21728,35158,27.98754101,224.8,60648,21.0,56556,122,83,8556,0,98.70179621,2137,17.01323368,51.1,-1364,72.9,73192,8007,1363,675,52464,3.2,6566,62808,5.4,5884,3229,11503,28.82611902,12.7,8.2,10930,2018,6.2,8.7,83572,40.6,989,10503,618,37295,17601,10071,10646,199.9,539,7327,11.9,9758,32089,13.2,5176,31.62137904
1750,7616,71.9,0.52529285,6066,5772,17260,12.35706145,228.7,86799,14.3,79658,237,57,7357,4,46.32720663,608,12.05275387,41.0,1090,79.1,30141,2712,1220,99,72517,2.6,1819,26949,6.1,1774,802,6018,17.44334532,10.1,5.6,4348,689,7.0,6.5,38109,32.6,825,4418,210,17868,4985,5322,6114,202.9,265,5656,7.0,3247,11058,14.3,1497,18.03384694
771,2440,66.5,0.190527403,1271,2958,4788,3.501624094,224.8,63131,30.0,58356,357,1,1393,5,12.3489444,157,2.12858818,48.7,-39,72.9,9933,1125,227,70,53581,3.5,703,8357,5.4,1043,572,1041,3.60654167,13.5,9.5,1610,294,6.2,9.2,10456,34.6,54,998,142,4945,3112,1209,1070,199.9,17,99,12.1,1642,4071,8.4,792,3.956266923
587,1925,84.8,0.660429477,1362,2935,4885,6.268286794,240.4,46827,27.0,44388,182,12,1435,47,11.09984981,165,4.680938752,45.7,120,92.8,9580,939,273,111,41949,3.5,656,7746,8.6,905,453,1326,5.480406014,12.1,9.1,1387,270,9.2,7.6,10222,34.2,46,1065,249,5050,2751,1023,1204,219.1,426,62,10.5,1497,3539,13.1,703,3.927817418
3202,8588,71.2,0.764256258,4397,9368,14902,14.13495733,217.1,43344,27.4,40203,19,4,3952,7,47.98923949,715,4.048288099,51.7,-92,77.2,31269,4557,621,575,37062,3.8,4530,28897,6.9,3508,2006,4438,19.19720917,15.8,10.3,5141,1096,7.6,11.1,36986,37.6,172,4187,256,15617,10290,4178,4094,196.7,0,4664,14.5,5037,14939,11.5,2983,17.29035198
6002,17008,87.2,1.127276652,9812,21917,31504,36.49482807,284.4,47408,24.5,44638,320,27,8032,9,128.9074006,2074,15.02231773,53.8,-970,99.6,63124,7602,1934,2900,41868,3.6,6353,58716,5.8,6458,3771,9962,29.9180429,12.9,9.0,10144,2105,7.0,10.2,76806,38.7,697,9062,300,33578,19371,8747,8924,240.5,73,10724,12.0,9926,31586,12.4,5278,58.17832601
4978,10238,71.2,1.069041307,6258,15181,22286,19.77197189,217.1,45952,25.7,41929,33,57,5280,12,67.1273264,955,5.662743554,52.2,-171,77.2,47215,6307,1436,597,37906,3.9,6526,40930,6.9,4858,2249,5632,26.85304747,15.4,10.8,7205,1582,7.6,12.2,51736,36.9,303,5964,870,23241,13441,6726,5636,196.7,8,1855,13.1,7208,21354,11.0,4415,24.18573649
133,649,91.7,0.027433018,239,520,849,1.317083026,278.8,55438,32.7,50185,442,0,411,10,3.314922347,52,0.568936929,48.0,42,100.6,2100,210,65,36,44932,3.5,54,1769,6.1,224,160,275,0.905587763,11.9,8.7,282,61,6.9,7.5,2247,35.1,64,180,16,901,729,260,233,246.3,187,2,10.3,394,850,12.1,153,1.117597279
565,1037,71.9,0.093854969,874,1839,2547,2.207857236,228.7,38946,24.7,35069,92,2,644,14,8.27736099,157,2.153486082,47.9,49,79.1,4522,811,77,471,31192,3.9,1207,5266,6.1,521,324,831,3.116632246,15.4,9.1,820,207,7.0,10.7,6809,35.1,25,930,22,2704,1666,762,872,202.9,317,2161,11.9,875,2525,10.8,478,3.222138177
7005,12752,77.8,1.173558828,8220,20945,28453,25.3692804,253.1,48049,27.6,44366,180,60,7564,3,103.0996942,1376,12.16419237,56.3,328,85.1,65976,8605,909,1825,40683,3.7,8117,55729,7.4,7031,3265,6763,58.65753167,15.4,10.5,10074,2084,8.1,12.6,69087,36.2,355,8013,246,29829,18918,8786,7292,225.8,188,1541,13.4,9643,31390,9.4,5871,36.60483057
322,1280,80.5,0.288025265,995,843,3369,3.707030213,227.6,69763,20.4,65771,24,2,795,39,7.901009615,68,1.724007343,44.4,37,88.0,5795,473,69,78,61779,2.9,867,4284,6.3,341,268,918,3.402427954,11.1,7.0,769,123,6.8,7.5,6033,36.2,27,712,37,3437,1227,701,681,206.5,17,103,7.3,648,1901,13.3,301,2.496909674
2771,8814,94.8,0.316842379,3656,9451,16244,12.36830493,375.1,57367,29.0,54376,13,20,7920,14,93.35016323,834,16.97397157,43.8,-211,112.9,35253,3540,519,2098,51385,3.2,2546,31238,7.4,3789,2111,3108,24.0704774,11.3,8.4,5811,1010,10.2,8.9,37300,31.7,293,4088,196,17078,11100,4382,4370,304.1,76,1019,11.0,5985,13670,7.9,2635,39.54803676
1209,2513,78.1,0.120384991,1108,2430,4111,4.325260747,255.0,43757,33.1,39735,256,5,1374,12,16.10041768,194,4.559581533,51.7,138,86.2,10618,1525,171,111,35713,4.5,1926,9217,6.2,1361,737,1011,5.070142879,16.5,12.4,1665,415,7.1,13.1,11161,35.3,93,1091,64,4305,3618,1268,1022,223.5,94,210,12.2,1898,4766,8.7,1141,5.433447584
700,901,71.9,0.108603804,794,2672,1547,2.554810863,228.7,36369,19.5,32691,317,3,703,0,9.578106512,123,2.491895556,50.7,-73,79.1,4763,1053,100,2514,29013,3.9,1208,6537,6.1,524,265,707,3.606395281,16.1,9.2,999,254,7.0,10.7,7879,38.6,27,1355,8,1670,1550,1246,1221,202.9,26,2978,7.7,768,3314,7.7,599,3.728480937
515,2128,80.3,0.405836307,1115,1954,4494,5.498427383,239.2,52072,30.9,47906,45,6,1273,12,11.9787168,141,3.587069293,46.0,-39,88.2,7319,776,162,221,43740,3.6,519,6380,6.2,808,697,1114,4.560203663,12.2,8.9,1099,228,6.8,8.1,8419,38.4,38,765,865,4635,2628,780,783,214.5,338,29,12.0,1258,2937,12.4,566,3.901265143
2749,10458,86.4,1.179427505,7876,11589,27682,29.0511617,264.9,61214,22.4,57328,58,11,7310,5,81.55785535,810,16.3168918,39.8,-252,94.6,49697,3698,432,4436,53442,2.9,2448,40792,7.1,3586,2552,5841,26.96721084,9.1,6.9,6285,1183,7.9,6.7,51554,35.1,494,8953,142,28492,11571,5018,5347,238.3,214,778,9.4,6096,16238,11.3,2812,27.06475748
782,3101,88.9,0.215094589,1391,2102,6692,6.580927718,285.7,58703,34.0,53337,179,18,3813,14,17.61600519,236,5.430534184,34.1,448,95.4,12660,1162,338,129,47971,3.4,781,11280,7.1,1623,540,1325,6.996616138,10.3,7.6,2057,383,7.8,6.9,13765,23.8,165,1156,477,6928,4283,1470,1455,262.5,176,107,7.1,2748,3850,10.1,861,6.049233228
2088,6220,74.4,0.556374758,3740,7525,13991,14.00631303,230.8,64933,23.8,60010,214,12,3406,6,36.69544424,405,3.561641441,44.4,192,80.3,27364,2687,342,472,55087,3.1,1675,21224,6.1,2139,1389,3812,14.55425786,12.7,8.0,3827,662,6.5,9.8,28206,32.4,191,3229,82,14396,6613,3183,3272,212.0,170,215,8.7,3615,9428,12.9,1706,11.08956051
760,1472,61.2,0.298405842,1464,1619,2681,3.306577868,191.3,32876,20.8,29631,414,4,1014,17,10.19101164,271,0.322519446,59.9,-51,65.9,1078,1432,79,1207,26386,4.8,1196,7114,6.7,560,366,1036,6.28762209,20.1,9.7,939,339,7.1,10.7,9002,46.2,72,1767,21,2952,1890,862,912,174.8,158,7748,10.5,1096,4262,12.2,690,3.553742303
35,148,66.5,0.011807743,73,121,338,0.217009603,224.8,73520,28.4,66101,446,0,162,0,0.76531331,11,0.131917095,44.2,-22,72.9,617,61,19,0,58682,3.2,32,517,5.4,60,58,68,0.223511764,11.8,8.3,95,17,6.2,6.7,648,32.1,1,49,5,349,171,98,61,199.9,515,6,9.1,86,228,9.1,43,0.245185632
3287,9967,75.0,1.272833028,5478,10680,18772,24.37185968,207.6,46372,22.4,42162,54,31,4934,8,52.60561048,950,3.022978441,46.8,-292,79.9,31106,4719,867,1474,37952,3.6,4170,33289,6.5,3309,1720,5774,18.87553524,14.2,9.3,5724,1195,7.0,9.9,43592,37.2,219,5632,367,19722,9791,5366,5539,188.2,126,11002,10.7,5050,15586,13.0,3089,13.0031465
122,528,80.3,0.091444527,204,447,1164,1.238925852,239.2,43365,34.0,39192,347,0,356,0,2.699088463,28,0.808251627,44.9,0,88.2,1832,190,34,24,35019,3.7,97,1525,6.2,227,163,200,1.027521837,12.4,9.3,276,56,6.8,8.0,1897,34.4,0,164,24,1192,650,171,194,214.5,141,7,7.9,298,684,11.1,142,0.87904739
595,2124,87.2,0.119807818,1025,1973,4297,3.878698038,284.4,57501,28.8,53028,33,1,1071,3,13.70037642,196,1.596583335,45.3,-32,99.6,7956,727,84,117,48555,3.3,670,6369,5.8,795,478,925,3.179712316,11.4,8.4,1102,213,7.0,9.3,8163,32.7,30,847,36,4493,2379,934,923,240.5,345,56,13.3,1134,2885,10.6,537,6.183236664
641,1755,66.5,0.164287975,1228,2060,4109,3.019380531,224.8,70888,24.7,63929,247,4,1430,47,10.64824815,178,1.835439081,48.8,169,72.9,8453,966,201,283,56970,3.6,727,7000,5.4,697,417,997,3.109848862,13.8,9.3,1287,249,6.2,9.2,9016,36.5,99,987,142,4287,2134,1139,1029,199.9,514,117,10.9,1235,3417,9.6,649,3.411409963
1753,2805,89.4,0.496914442,1830,5730,6187,11.01197897,263.4,44817,26.8,40691,360,1,1535,2,24.8723425,373,5.927479411,57.5,-168,100.1,15611,1964,190,247,36565,3.7,1502,12621,9.2,1512,730,1860,8.358810786,15.6,11.2,2300,468,10.5,13.9,16024,43.8,79,1762,43,6560,4386,2023,1805,231.6,122,100,14.5,2202,7262,9.9,1410,8.66050884
228,989,96.0,0.096146639,503,1176,2277,2.654252876,302.7,60116,32.1,54438,104,0,737,12,7.103495362,69,1.371792987,44.9,-11,104.9,4131,390,49,111,48760,3.4,184,3339,6.6,425,305,500,2.180333224,11.7,8.4,616,114,7.4,6.8,4248,33.5,34,409,18,2346,1407,428,393,265.0,103,16,15.3,669,1498,10.8,280,2.433948373
664,2909,68.9,0.352107618,2593,2869,6772,7.214293858,192.6,63949,18.7,58170,331,7,1427,58,10.91533615,148,4.835611284,35.0,238,73.9,13310,968,205,102,52391,2.9,694,9346,5.5,849,484,2191,5.383334245,10.4,7.0,1501,275,5.8,7.1,13726,27.6,30,1557,135,6920,2458,1621,1567,181.6,179,39,7.4,1363,3275,14.6,658,3.043774741
1182,3988,86.4,0.432796864,2435,5302,9448,10.66047013,264.9,59141,29.0,55512,168,8,2561,9,29.92806586,325,5.98756564,43.8,133,94.6,18258,1650,186,180,51883,3.4,1435,14675,7.1,1849,1008,2233,9.895753864,11.2,8.5,2771,505,7.9,8.1,18918,36.5,151,1806,103,9773,5437,2003,1938,238.3,18,212,12.3,2875,6433,11.4,1253,9.931549093
331,1136,65.0,0.058422247,328,942,1916,1.196328292,213.5,75558,38.8,68236,229,19,902,0,4.097523985,89,0.702394747,49.0,26,72.3,3668,463,105,5,60914,3.7,162,3543,5.0,635,195,214,1.116661592,13.1,9.6,689,130,5.6,9.3,4029,31.7,97,292,75,2005,1510,439,341,185.8,29,65,4.7,896,1735,4.7,341,1.87349525
7277,33288,82.1,2.840631604,19860,23979,61416,78.63699683,244.8,60936,22.3,57036,256,289,28771,7,200.507021,3217,36.85892715,44.0,2555,91.1,113920,13232,4312,761,53136,3.2,9921,111431,7.3,11672,4926,17357,70.807939,11.9,6.8,19036,3607,7.7,6.5,145179,34.1,2411,16509,20378,64633,30925,18003,18794,213.8,397,3869,7.8,19022,48978,10.0,7623,67.82874
69369,228179,83.7,21.74596529,163759,210382,659792,605.9726204,292.7,61441,16.4,60383,4,762,333337,112,2553.693718,26122,250.6390639,39.0,14594,93.7,880257,113626,42608,30780,59325,2.6,76705,1005657,7.1,65806,35430,178261,676.9272391,11.3,6.0,154036,26580,8.3,6.9,1310300,30.2,74342,218055,4058,685914,205767,159795,208490,248.6,284,308273,7.6,126668,392670,14.4,60329,886.2041319
1340,2964,75.0,0.486918783,2190,4768,7131,9.323388053,207.6,45073,23.4,41214,107,8,1771,12,20.12413196,310,1.156432109,53.2,-176,79.9,12415,1945,241,225,37355,3.7,1974,12770,6.5,1471,727,2105,7.220784219,15.2,9.9,2246,478,7.0,10.5,16676,39.5,126,1953,69,7441,4020,2069,1904,188.2,107,3817,12.4,2011,6793,12.6,1261,4.974318018
4201,17451,86.4,1.671316995,8692,19640,34270,41.16717651,264.9,59255,25.7,55879,315,23,11233,1,115.5721985,1227,23.12197948,38.8,-57,94.6,69231,5944,943,778,52503,3.2,3739,57307,7.1,6250,4182,8501,38.21409761,10.4,7.8,10978,1839,7.9,7.3,73055,31.2,1464,7832,681,35497,18838,8180,8328,238.3,362,713,10.3,10112,22246,11.0,4460,38.35232683
163,648,79.6,0.121811343,217,664,1179,1.833416878,237.6,45515,36.7,41295,165,0,310,35,2.820401091,32,0.709004482,49.0,-2,87.0,2268,259,49,24,37075,3.9,157,1886,9.7,302,198,306,1.427379068,13.7,10.7,321,73,10.5,8.6,2374,35.5,4,197,49,1211,877,224,219,217.1,99,4,8.4,390,925,12.6,202,1.096302085
341,1409,80.5,0.265395732,918,1028,2580,3.41577672,227.6,65097,18.7,58817,343,8,440,32,7.280244066,75,1.588555747,49.6,-14,88.0,5246,562,100,72,52537,3.5,719,3952,6.3,360,270,829,3.135106414,14.2,8.4,706,138,6.8,8.6,5559,40.3,37,629,118,2655,1076,642,628,206.5,58,50,5.7,577,1961,12.0,331,2.300732783
3032,11127,86.4,1.169681683,6055,15874,25597,28.81110671,264.9,61341,26.9,58648,66,11,7074,12,80.88392808,780,16.18206238,45.0,-25,94.6,49528,4237,620,1513,55955,3.2,3019,40755,7.1,4320,3045,5317,26.74437592,10.4,8.1,8112,1316,7.9,7.4,51128,34.5,287,5274,407,26377,13904,6029,5611,238.3,284,275,14.4,7365,18354,9.6,3282,26.84111651
46118,233998,87.1,10.43877734,150421,136610,546778,441.9179332,279.6,102917,20.6,101463,8,6723,324337,51,1708.90636,17792,230.2055716,33.7,5352,96.2,753341,87571,61503,10611,100009,2.8,82574,890424,6.2,78627,43655,135747,448.198646,9.8,5.4,161025,24756,7.2,5.2,1150215,23.1,207246,139695,11706,564570,231404,157236,152889,243.8,146,109696,7.4,130920,300047,10.5,47805,650.2573194
7727,13649,75.8,3.326661628,12565,26613,39835,37.73023821,260.3,57146,20.0,52651,176,71,10968,14,157.7637695,1981,16.14904727,51.2,-87,84.1,78902,9935,1908,1626,48156,3.3,15007,75322,7.8,6744,3655,12684,49.7735955,13.2,8.6,13943,2450,9.1,10.3,98115,37.5,919,13073,2960,41816,19612,11405,13145,231.8,11,13355,9.1,10901,38562,12.3,6468,52.78443482
2149,3814,72.9,0.496331798,2703,5610,8633,8.981242064,230.9,49141,23.2,44624,62,3,2067,9,30.51731514,336,4.660791934,52.9,201,77.3,20431,2441,303,197,40107,3.6,2704,16264,7.6,1730,760,2638,13.86892853,15.0,10.5,2969,581,8.3,13.2,21122,39.8,58,2578,68,8969,4783,2713,2401,214.6,38,259,12.0,2630,8597,10.9,1707,9.335764777
1073,2394,74.4,0.235324075,1465,4151,5135,5.924105311,230.8,49664,27.3,45161,363,4,1176,9,15.5206924,206,1.506430631,48.4,-97,80.3,11568,1314,190,163,40658,3.5,914,9333,6.1,1141,648,1382,6.15586387,14.1,9.3,1657,329,6.5,11.5,11930,34.7,44,1338,34,5341,3332,1395,1280,212.0,52,90,13.5,1624,4519,10.7,867,4.690436676
2380,9405,87.2,0.552425148,4425,8589,19650,17.88439489,284.4,72177,22.7,66597,56,24,5994,3,63.17144041,728,7.361729775,43.5,32,99.6,35405,2952,472,2069,61017,2.9,2693,29687,5.8,2681,1769,4305,14.6614225,9.9,7.0,5577,857,7.0,8.0,37639,33.9,205,4592,139,20378,8553,4593,5083,240.5,0,1394,10.2,4614,12925,10.4,2090,28.51045508
12667,35712,75.0,6.918971075,35007,36295,119378,132.4825712,207.6,53368,15.5,50893,145,6132,45385,49,285.9579295,3191,16.4325563,42.9,4181,79.9,205293,18103,6783,8268,48418,2.6,20771,179233,6.5,12196,6279,32313,102.6051961,10.1,6.9,25169,4704,7.0,7.1,236961,32.3,6355,44133,3690,122569,34691,27795,33554,188.2,139,8708,6.6,20515,76903,13.9,12343,70.6835795
1249,5321,88.9,0.484521463,2683,4339,21819,14.82417913,285.7,88106,19.1,80078,6,37,11672,28,39.68176339,496,12.23280592,27.2,3,95.4,29468,1767,456,273,72050,2.3,1539,25969,7.1,1959,443,2767,15.76055769,6.8,4.8,4158,596,7.8,4.8,31007,21.6,399,5100,253,22315,5667,4532,5375,262.5,214,394,2.2,3990,7052,9.1,1255,13.62648563
413,1033,66.5,0.129630064,1007,1139,2286,2.382417158,224.8,33084,19.1,30116,462,3,731,50,8.401911863,158,1.448237979,56.2,-39,72.9,6881,1080,35,52,27148,5.0,1240,5101,5.4,589,333,1197,2.453800444,21.2,10.6,779,254,6.2,8.1,7114,43.2,80,946,46,2444,1388,657,826,199.9,330,69,10.5,780,2867,14.7,538,2.691744729
4403,11733,81.7,0.613146882,6182,13236,25785,23.8169242,263.2,49480,28.2,45510,371,25,8981,9,75.05939748,898,13.42536194,49.4,-13,90.3,52593,5498,533,1785,41540,3.5,5994,44341,6.3,5681,2826,5244,28.60074727,12.4,9.3,8017,1551,7.3,9.9,54402,32.5,294,5894,135,26683,15381,6679,5837,231.8,145,822,12.2,8042,21921,9.5,4123,27.13174953
988,1852,72.9,0.217171597,1033,2969,3451,3.929771762,230.9,52769,27.6,48182,181,8,759,0,13.35295079,251,2.039344714,52.6,-22,77.3,8951,1176,143,69,43595,3.7,1095,7359,7.6,944,433,1012,6.068394921,16.0,11.2,1414,275,8.3,13.4,9242,39.4,38,984,46,3702,2565,1092,925,214.6,182,56,13.9,1405,3874,10.4,821,4.084894331
1515,6648,91.7,0.276039398,2580,4520,9711,13.25289151,278.8,54109,28.6,49776,167,49,3291,103,33.35576068,442,5.724817071,43.2,103,100.6,21080,2291,662,174,45443,3.7,1615,18022,6.1,2349,1348,2424,9.112300548,12.7,8.9,3027,666,6.9,8.4,22610,31.4,227,2364,416,10153,6373,2492,2587,246.3,14,176,11.0,3439,7782,9.6,1605,11.24560502
4108,6424,89.4,1.011163829,3653,10716,9878,22.40811271,263.4,37622,24.9,34894,81,1,2433,3,50.61236095,746,12.06173996,64.6,-436,100.1,31508,4569,325,691,32166,3.9,4830,25930,9.2,2766,1348,3649,17.00922013,17.6,12.0,4264,1021,10.5,15.8,32607,39.7,89,3659,44,10624,8559,4463,3640,231.6,204,640,16.0,5165,16745,10.4,3119,17.62314102
1450,3794,66.5,0.386612463,2597,5218,9358,7.105390054,224.8,52842,29.7,48258,110,15,2673,49,25.05810571,322,4.319266967,48.6,-11,72.9,17804,2465,294,329,43674,3.8,2651,16377,5.4,2041,1205,2726,7.318285636,15.1,9.5,2826,621,6.2,8.9,21217,35.9,155,2429,236,9680,6209,2178,2179,199.9,216,2713,12.3,3036,7953,12.7,1564,8.027937577
2919,7108,72.9,0.732936517,3617,8544,14280,13.26266079,230.9,57793,28.6,52388,4,10,4270,9,45.0651253,798,6.882622915,48.2,-120,77.3,30467,3520,337,464,46983,3.5,2770,24768,7.6,3129,1602,3405,20.4803404,14.2,10.1,4452,856,8.3,11.8,31191,33.6,146,3354,81,15078,8929,3758,3473,214.6,80,150,14.0,4401,11947,10.0,2507,13.78618687
2113,6066,66.5,0.433533663,2357,5392,9725,7.967735315,224.8,51915,33.5,46912,518,22,3936,3,28.09928128,589,4.843474557,51.5,-1655,72.9,22158,3376,437,453,41909,4.5,2742,19620,5.4,3469,1562,2257,8.206468957,17.2,12.0,3353,880,6.2,10.8,23792,36.1,475,2217,294,10314,8314,2386,2216,199.9,512,406,14.7,3975,10102,9.3,2351,9.002247765
1241,3811,68.5,0.641059943,2661,5616,9030,11.59036377,206.7,60605,19.1,55134,361,11,2738,10,23.90897164,256,6.605481655,46.9,-275,73.9,18376,1749,518,1232,49663,2.9,1641,15273,5.8,1436,788,2761,5.800310367,11.5,7.9,2440,450,6.2,8.1,20222,34.9,161,2682,739,9286,4043,2461,2835,189.1,419,417,12.9,2158,7156,13.0,1202,6.764464521
2036,6350,87.6,0.378068041,3027,5676,12506,15.8132209,287.0,58128,31.1,54491,214,14,5961,10,53.30496828,622,9.932162488,47.0,25,97.8,25030,2546,490,279,50854,3.4,1236,21289,6.7,2909,1412,2453,11.60458847,12.0,9.1,4011,727,7.9,9.6,26244,34.8,150,2648,425,13128,8123,2682,2705,249.7,101,135,11.1,4397,10003,8.6,1933,19.46787863
4484,11459,71.2,1.131568734,6318,13927,22184,20.92841976,217.1,51914,25.8,49055,16,41,7236,3,71.05355358,1074,5.993953196,54.4,253,77.2,44138,6429,1022,474,46196,3.6,6016,43392,6.9,4847,2650,6248,28.42366216,14.8,9.4,7508,1542,7.6,10.3,54762,38.0,323,6811,363,23258,14062,6666,6424,196.7,14,8875,12.5,7290,23618,11.2,4065,25.60034215
2290,11884,76.2,2.316036536,6701,10364,21883,30.02861163,207.9,83064,13.5,78112,77,36,5862,5,43.44565088,938,12.85799594,37.3,-111,79.8,43816,2818,963,422,73160,2.5,2345,33529,10.4,1865,770,6988,22.84091204,8.4,5.8,5942,834,10.6,6.8,46140,33.2,339,5891,708,22821,6482,5681,7230,199.6,58,278,6.8,5072,12515,13.3,1934,10.5419594
7,24,104.7,0.001362909,0,19,0,0.030355701,314.1,0,31.4,0,321,43,17,0,0.11175854,0,0.009726214,46.1,0,118.5,24,13,14,3,0,5.3,9,88,8.4,6,20,0,0.025523569,15.3,11.5,18,5,9.4,8.3,88,28.2,7,0,0,0,27,9,11,273.7,4,0,0.0,24,41,0.0,10,0.04677256
1116,3848,87.2,0.228974859,1981,4395,7675,7.412908011,284.4,64007,27.8,58384,20,6,1993,3,26.18394861,428,3.051365504,47.4,-22,99.6,15181,1379,175,185,52761,3.2,961,12263,5.8,1477,872,1673,6.077017254,11.2,8.3,2310,398,7.0,9.1,15601,35.2,74,1579,39,8103,4395,1844,1715,240.5,32,126,11.5,2150,5814,9.6,1018,11.81730677
2651,6949,81.7,0.334017518,3227,8033,12863,12.97449295,263.2,45067,29.6,41517,104,14,2907,40,40.88931112,478,7.313591897,51.0,-111,90.3,28849,3339,372,337,37967,3.7,4253,24252,6.3,3367,1636,2749,15.58052546,13.8,10.0,4590,905,7.3,10.9,29636,36.6,66,2917,92,13341,8816,3687,2897,231.8,356,243,13.9,4566,12380,7.4,2435,14.78027516
1256,5277,81.7,0.299518003,3776,4783,12768,11.63440242,263.2,95394,17.7,86619,82,30,5915,9,36.66599551,387,6.55819627,40.7,273,90.3,20688,1986,945,301,77844,2.6,1109,19954,6.3,1584,721,3453,13.97126684,10.0,5.9,3940,521,7.3,6.3,26575,31.5,409,3301,206,13155,4530,3486,3576,231.8,175,4297,6.1,2738,8114,11.3,1182,13.25367163
12829,50816,79.0,4.906025543,32703,46437,130999,110.0236548,273.1,72540,18.8,68943,114,914,52696,14,436.9177666,3904,26.74186054,43.0,3772,86.6,213534,17725,7010,2653,65346,2.5,11012,187039,6.3,15329,7847,32028,137.4089285,9.5,6.0,31510,4704,7.0,6.9,246365,33.7,6104,32305,1594,134903,44493,32840,35801,236.3,268,17209,7.4,26002,80390,12.2,11147,153.2529782
366,1282,80.5,0.253842257,694,1357,2729,3.26707768,227.6,51811,29.9,47405,398,0,836,12,6.963313132,71,1.519401134,47.7,-83,88.0,5137,547,77,68,42999,3.5,278,4118,6.3,505,351,635,2.998625797,13.3,9.0,715,144,6.8,8.9,5317,36.6,48,511,32,2800,1631,525,560,206.5,393,23,12.1,821,1963,11.8,371,2.20057496
8153,35828,72.3,2.180245104,22327,28804,72808,73.97034476,229.5,69604,18.5,65468,364,261,29017,9,203.8687161,2269,33.14604513,44.0,1766,80.1,110065,14723,4529,1799,61332,2.9,10278,121433,6.2,10010,4354,20542,67.01883863,12.1,6.2,21921,3515,7.0,6.7,160647,35.9,3216,20375,1161,75077,28002,20993,22592,205.0,401,41415,7.3,17533,53427,11.1,7505,67.52440271
